"satisfaction";"Gender";"Customer.Type";"Age";"Type.of.Travel";"Class";"Flight.Distance";"Seat.comfort";"Departure.Arrival.time.convenient";"Food.and.drink";"Gate.location";"Inflight.wifi.service";"Inflight.entertainment";"Online.support";"Ease.of.Online.booking";"On.board.service";"Leg.room.service";"Baggage.handling";"Checkin.service";"Cleanliness";"Online.boarding";"Departure.Delay.in.Minutes";"Arrival.Delay.in.Minutes"
"dissatisfied";"Male";"Loyal Customer";48;"Personal Travel";"Eco";1702;1;5;1;1;5;1;5;5;5;5;5;3;4;5;0;0
"dissatisfied";"Male";NA;45;"Personal Travel";"Eco";1903;1;5;1;1;2;1;2;2;3;5;5;3;4;2;0;0
"dissatisfied";"Male";"Loyal Customer";32;"Personal Travel";"Eco";1519;1;5;1;1;1;1;1;1;3;4;4;4;5;1;0;2
"dissatisfied";"Male";"Loyal Customer";54;"Personal Travel";"Eco";1828;1;5;1;1;5;1;5;5;4;2;4;4;5;5;21;29
"dissatisfied";"Male";"Loyal Customer";61;"Personal Travel";"Eco Plus";1152;1;5;1;1;5;1;5;5;4;5;4;5;5;5;0;0
"dissatisfied";"Male";"Loyal Customer";48;"Personal Travel";"Eco";4038;1;5;1;2;4;1;4;4;5;5;5;4;4;4;73;48
"dissatisfied";"Male";"Loyal Customer";69;"Personal Travel";"Eco";2338;1;5;1;2;3;1;3;3;2;2;5;5;3;3;11;0
"satisfied";"Female";"Loyal Customer";38;"Personal Travel";"Eco";2007;2;2;2;2;4;4;5;3;3;3;3;4;3;4;126;112
"satisfied";"Female";"Loyal Customer";53;"Personal Travel";"Eco Plus";1002;1;1;1;1;3;3;3;3;4;2;5;5;5;3;6;0
"satisfied";"Female";"Loyal Customer";23;"Personal Travel";"Eco Plus";1733;2;2;2;2;3;3;3;3;3;3;5;3;5;3;0;0
"satisfied";"Female";"Loyal Customer";30;"Personal Travel";"Eco";2064;4;4;4;4;3;4;4;3;3;3;3;4;3;5;0;12
"dissatisfied";"Male";"Loyal Customer";17;"Personal Travel";"Eco";2467;1;5;1;2;1;2;2;4;3;5;5;2;4;2;156;157
"dissatisfied";"Male";"Loyal Customer";70;"Personal Travel";"Eco";1754;1;5;1;2;1;1;1;1;5;3;5;3;4;1;0;0
"satisfied";"Female";"Loyal Customer";45;"Personal Travel";"Eco";499;3;3;3;3;5;4;4;3;3;3;3;5;3;4;10;12
"satisfied";"Female";"Loyal Customer";50;"Personal Travel";"Eco";241;1;1;1;1;2;4;5;3;3;3;3;3;3;5;0;0
"satisfied";"Female";"Loyal Customer";68;"Personal Travel";"Eco";115;3;4;3;3;2;3;4;3;3;3;3;4;3;5;16;14
"dissatisfied";"Male";"Loyal Customer";42;"Personal Travel";"Eco";3985;1;5;1;3;1;1;1;1;5;3;4;3;4;1;0;0
"satisfied";"Female";"Loyal Customer";34;"Personal Travel";"Eco";2877;2;2;2;2;3;3;3;3;4;2;5;5;5;3;57;49
"dissatisfied";"Male";"Loyal Customer";59;"Personal Travel";"Eco";2844;1;5;1;3;3;1;1;3;5;5;4;5;4;3;0;0
"dissatisfied";"Male";"Loyal Customer";37;"Personal Travel";"Business";1060;1;5;1;3;5;4;4;5;5;1;4;5;5;4;0;0
"dissatisfied";"Male";"Loyal Customer";43;"Personal Travel";"Eco";1991;1;5;1;3;1;1;1;1;5;2;4;5;4;1;39;31
"satisfied";"Female";"Loyal Customer";NA;"Personal Travel";"Eco";944;3;2;2;2;3;3;3;3;3;5;4;4;3;3;0;0
"satisfied";"Female";"Loyal Customer";24;"Personal Travel";"Eco";2781;4;4;4;4;3;3;3;3;4;5;1;1;3;3;0;6
"satisfied";"Female";NA;63;"Personal Travel";"Eco";885;5;5;5;5;4;4;5;3;3;3;3;3;3;3;24;30
"dissatisfied";"Male";"Loyal Customer";46;"Personal Travel";"Eco";2257;1;5;1;3;3;1;3;3;1;2;2;3;3;3;0;0
"satisfied";"Female";"Loyal Customer";58;"Personal Travel";"Eco";853;5;5;5;5;2;4;5;3;3;3;3;3;3;3;69;87
"dissatisfied";"Male";"Loyal Customer";16;"Personal Travel";"Eco";2010;1;5;1;3;3;1;3;3;3;3;4;4;5;3;0;9
"dissatisfied";"Male";"Loyal Customer";32;"Personal Travel";"Eco";2008;1;5;1;3;1;1;1;1;4;5;2;4;3;1;114;119
"dissatisfied";"Male";"Loyal Customer";7;"Personal Travel";"Business";2303;1;5;1;3;4;1;4;4;4;5;4;3;5;4;44;37
"dissatisfied";"Male";NA;54;"Personal Travel";"Eco";1425;1;5;1;3;3;1;3;3;4;4;4;4;5;3;0;25
"satisfied";"Female";NA;23;"Personal Travel";"Eco";1781;5;5;5;5;3;3;3;3;4;5;5;4;5;3;0;0
"dissatisfied";"Male";"Loyal Customer";39;"Personal Travel";"Eco";2110;1;5;1;3;3;1;3;3;5;5;2;4;2;3;0;0
"satisfied";"Female";"Loyal Customer";26;"Personal Travel";"Eco";1318;3;3;3;3;5;4;5;3;3;3;3;4;3;5;0;0
"satisfied";"Female";"Loyal Customer";17;"Personal Travel";"Eco";1250;4;4;2;4;2;5;4;3;3;3;3;5;3;3;0;0
"satisfied";"Female";"Loyal Customer";13;"Personal Travel";"Eco";3969;5;5;3;5;3;3;3;3;3;2;5;4;4;3;45;36
"satisfied";"Female";"Loyal Customer";25;"Personal Travel";"Eco";2860;2;2;2;2;4;3;4;4;2;5;3;1;3;4;47;39
"satisfied";"Female";"Loyal Customer";17;"Personal Travel";"Eco";2115;5;5;5;5;2;3;3;4;4;3;4;2;4;2;31;44
"satisfied";"Female";"Loyal Customer";48;"Personal Travel";"Eco";1070;2;2;2;2;4;3;4;4;5;4;5;5;4;4;87;87
"satisfied";"Female";"Loyal Customer";17;"Personal Travel";"Eco";2301;4;2;4;4;4;1;5;3;3;4;3;5;3;1;10;0
"dissatisfied";"Male";"Loyal Customer";70;"Personal Travel";"Eco Plus";2220;1;5;1;4;2;1;2;2;3;5;4;5;4;2;0;2
"dissatisfied";"Male";"Loyal Customer";56;"Personal Travel";"Eco";1766;1;5;1;4;2;1;2;2;4;3;4;3;5;2;31;27
"dissatisfied";"Male";"Loyal Customer";38;"Personal Travel";"Eco";1548;1;5;1;4;1;1;1;1;3;5;5;5;4;1;0;0
"satisfied";"Female";"Loyal Customer";66;"Personal Travel";"Eco";1048;3;5;5;NA;3;4;3;3;1;2;1;5;1;3;7;0
"satisfied";"Female";"Loyal Customer";53;"Personal Travel";"Eco";885;1;1;1;1;3;4;3;3;3;2;5;3;4;3;0;0
"dissatisfied";"Male";"Loyal Customer";10;"Personal Travel";"Eco";2066;1;5;1;5;2;1;2;2;4;2;4;5;5;2;0;0
"dissatisfied";"Male";"Loyal Customer";9;"Personal Travel";"Business";1969;1;5;1;5;3;1;3;3;3;2;2;1;2;3;117;119
"dissatisfied";"Male";"Loyal Customer";14;"Personal Travel";"Eco";2133;1;5;1;5;1;2;2;3;3;4;5;2;5;2;117;132
"dissatisfied";"Male";"Loyal Customer";52;"Personal Travel";"Eco";1492;1;5;1;5;5;1;5;5;4;4;5;3;5;5;0;5
"satisfied";"Female";"Loyal Customer";52;"Personal Travel";"Eco";971;4;4;4;4;3;5;5;3;3;4;3;4;3;5;43;42
"dissatisfied";"Male";"Loyal Customer";21;"Personal Travel";"Eco";2904;1;5;2;4;1;2;1;1;4;3;5;3;4;1;0;0
"dissatisfied";"Male";"Loyal Customer";51;"Personal Travel";"Eco";1581;1;5;2;5;1;2;1;1;4;4;1;2;2;1;20;14
"dissatisfied";"Male";"Loyal Customer";13;"Personal Travel";"Eco";2041;1;5;4;2;1;4;4;1;5;3;2;4;5;1;0;0
"satisfied";"Female";"Loyal Customer";29;"Personal Travel";"Eco";1561;5;5;5;5;2;4;5;3;3;4;3;3;3;4;31;43
"dissatisfied";"Male";"Loyal Customer";70;"Personal Travel";"Eco";1989;1;5;5;5;5;5;5;5;3;4;5;3;5;5;0;6
"satisfied";"Female";"Loyal Customer";41;"Personal Travel";"Eco";2312;5;5;5;5;4;4;5;3;3;4;3;3;3;3;5;1
"satisfied";"Female";"Loyal Customer";33;"Personal Travel";"Business";629;2;2;2;2;4;4;3;4;3;4;5;1;5;4;0;7
"dissatisfied";"Male";"Loyal Customer";42;"Personal Travel";"Eco";2025;2;0;2;4;3;2;3;3;5;4;5;4;5;3;0;0
"dissatisfied";"Male";"Loyal Customer";48;"Personal Travel";"Eco Plus";1059;2;0;2;4;2;2;1;2;1;2;3;4;3;2;0;0
"satisfied";"Female";"Loyal Customer";33;"Personal Travel";"Eco";2234;4;4;4;4;1;2;4;5;5;4;3;4;5;5;50;36
"satisfied";"Female";"Loyal Customer";51;"Personal Travel";"Business";203;2;2;2;2;4;4;4;2;4;3;2;4;5;4;13;14
"dissatisfied";"Male";"Loyal Customer";52;"Personal Travel";"Eco";1056;2;1;0;4;1;0;1;1;2;3;4;2;4;1;0;0
"satisfied";"Female";"Loyal Customer";11;"Personal Travel";"Eco";4186;1;1;1;1;4;4;4;4;3;2;4;5;5;4;0;0
"satisfied";"Female";"Loyal Customer";47;"Personal Travel";"Eco";847;5;5;5;5;4;4;4;4;4;3;5;3;5;4;7;0
"dissatisfied";"Male";"Loyal Customer";26;"Personal Travel";"Eco";3306;2;1;2;NA;4;2;1;4;2;1;1;1;2;4;10;0
"dissatisfied";"Male";"Loyal Customer";49;"Personal Travel";"Eco";1881;2;1;2;1;2;2;4;2;4;3;1;2;1;2;33;32
"satisfied";"Female";"Loyal Customer";51;"Personal Travel";"Eco";1144;4;3;3;3;5;1;1;4;4;4;4;5;4;1;0;0
"satisfied";"Female";"Loyal Customer";26;"Personal Travel";"Eco";1828;5;5;5;5;3;3;5;4;4;4;4;4;4;3;22;5
"satisfied";"Female";"Loyal Customer";37;"Personal Travel";"Eco";2584;2;2;2;2;2;5;4;4;4;4;4;3;4;5;3;1
"satisfied";"Female";"Loyal Customer";54;"Personal Travel";"Eco";1175;3;3;3;3;4;4;4;4;5;5;4;3;5;4;46;15
"satisfied";"Female";"Loyal Customer";18;"Personal Travel";"Eco";1850;4;4;4;4;4;4;5;4;4;4;4;3;4;3;0;2
"satisfied";"Female";"Loyal Customer";43;"Personal Travel";"Eco";1083;4;4;4;4;2;4;2;4;4;4;4;3;4;1;0;2
"satisfied";"Female";"Loyal Customer";8;"Personal Travel";"Eco";2389;5;5;2;5;4;4;4;4;5;5;5;4;4;4;0;0
"dissatisfied";"Male";"Loyal Customer";31;"Personal Travel";"Business";2415;2;1;2;3;1;2;1;1;4;4;3;2;2;1;0;0
"satisfied";"Female";"Loyal Customer";18;"Personal Travel";"Eco";2334;1;1;1;1;5;5;5;4;4;4;4;4;4;5;15;21
"dissatisfied";"Male";"Loyal Customer";31;"Personal Travel";"Eco Plus";1729;2;1;2;3;4;2;4;4;4;5;4;2;4;4;0;0
"satisfied";"Female";"Loyal Customer";39;"Personal Travel";"Eco";1878;5;5;5;5;2;5;4;4;4;4;4;5;4;3;7;7
"satisfied";"Female";"Loyal Customer";54;"Personal Travel";"Eco";588;4;4;4;4;3;4;4;4;4;4;4;3;4;4;0;0
"satisfied";"Female";"Loyal Customer";21;"Personal Travel";"Eco";1383;1;1;1;1;2;5;4;4;4;4;4;4;4;5;7;0
"dissatisfied";"Male";"Loyal Customer";38;"Personal Travel";"Eco";1410;2;1;2;3;1;2;1;1;3;4;4;1;4;1;0;0
"satisfied";"Female";"Loyal Customer";54;"Personal Travel";"Eco";422;1;1;1;1;2;5;5;4;4;4;4;5;4;4;18;22
"dissatisfied";"Male";"Loyal Customer";48;"Personal Travel";"Eco";2717;2;1;2;4;2;2;2;2;1;2;4;2;3;2;16;41
"satisfied";"Female";"Loyal Customer";13;"Personal Travel";"Eco";2455;2;2;5;2;3;4;4;4;4;4;4;4;4;5;1;0
"dissatisfied";"Male";"Loyal Customer";44;"Personal Travel";"Business";1023;2;1;2;4;4;4;3;2;2;2;2;4;2;1;5;3
"dissatisfied";"Male";"Loyal Customer";63;"Personal Travel";"Eco Plus";2178;2;1;2;4;1;2;1;1;2;4;4;1;3;1;0;19
"satisfied";"Female";"Loyal Customer";28;"Personal Travel";"Eco";1730;5;5;5;5;5;5;5;4;4;4;4;3;4;4;30;47
"satisfied";"Female";NA;50;"Personal Travel";"Eco";726;5;5;5;5;3;4;5;4;4;4;4;4;4;4;0;0
"dissatisfied";"Male";"Loyal Customer";16;"Personal Travel";"Eco";1433;2;1;2;NA;5;2;3;5;1;3;4;2;4;5;0;8
"satisfied";"Female";"Loyal Customer";22;"Personal Travel";"Eco";1899;4;3;3;3;2;3;2;4;4;4;4;3;4;5;0;0
"satisfied";"Female";"Loyal Customer";61;"Personal Travel";"Eco";388;3;3;4;3;4;5;4;4;4;4;4;3;4;5;15;8
"satisfied";"Female";"Loyal Customer";31;"Personal Travel";"Business";1506;2;2;2;2;2;4;4;4;4;4;4;5;4;3;5;0
"satisfied";"Female";"Loyal Customer";14;"Personal Travel";"Eco";1730;4;5;5;5;2;5;5;4;4;4;4;2;4;4;0;0
"dissatisfied";"Male";"Loyal Customer";43;"Personal Travel";"Eco";2220;2;1;3;3;2;3;2;2;2;1;4;1;4;2;0;0
"satisfied";"Female";"Loyal Customer";37;"Personal Travel";"Eco";1497;5;5;5;5;2;4;4;4;4;4;4;4;4;5;0;0
"dissatisfied";"Male";"Loyal Customer";12;"Personal Travel";"Eco";1411;2;2;0;4;3;0;2;3;4;4;3;1;3;3;0;8
"dissatisfied";"Male";"Loyal Customer";61;"Personal Travel";"Business";659;2;2;1;4;1;4;3;2;2;1;4;4;2;2;40;21
"dissatisfied";"Male";"Loyal Customer";40;"Personal Travel";"Business";1896;2;2;2;1;1;1;2;5;5;2;5;3;5;1;2;27
"dissatisfied";"Male";"Loyal Customer";55;"Personal Travel";"Eco";3016;2;2;2;2;1;2;1;1;1;3;2;4;2;1;2;0
"satisfied";"Female";"Loyal Customer";21;"Personal Travel";"Eco Plus";2427;2;2;2;2;1;2;1;4;4;4;4;3;4;2;5;0
"satisfied";"Female";"Loyal Customer";54;"Personal Travel";"Eco";645;5;5;5;5;5;5;5;4;4;4;4;3;4;3;0;0
"satisfied";"Female";"Loyal Customer";39;"Personal Travel";"Eco";3236;2;2;2;2;1;2;4;4;4;4;4;2;4;1;0;0
"dissatisfied";"Male";"Loyal Customer";56;"Personal Travel";"Eco";2418;2;2;2;3;2;2;2;2;4;3;4;1;3;2;25;9
"dissatisfied";"Male";"Loyal Customer";23;"Personal Travel";"Eco";2591;2;2;2;3;5;2;1;5;3;1;4;2;3;5;0;0
"satisfied";"Female";"Loyal Customer";59;"Personal Travel";"Eco";1023;5;5;5;5;4;5;4;4;4;4;4;3;4;2;10;3
"satisfied";"Female";"Loyal Customer";49;"Personal Travel";"Eco";978;3;3;3;3;3;4;5;4;4;4;4;5;4;5;0;0
"dissatisfied";"Male";"Loyal Customer";68;"Personal Travel";"Eco";2507;2;2;2;3;4;2;4;4;2;3;3;1;3;4;6;21
"satisfied";"Female";"Loyal Customer";56;"Personal Travel";"Eco";819;5;5;5;5;2;4;4;4;4;4;4;4;4;4;0;0
"dissatisfied";"Male";NA;53;"Personal Travel";"Eco";1887;2;2;2;3;1;2;1;1;2;3;4;4;4;1;0;4
"dissatisfied";"Male";"Loyal Customer";NA;"Personal Travel";"Eco";1972;2;2;2;3;3;2;3;3;2;5;4;1;4;3;0;0
"satisfied";"Female";"Loyal Customer";10;"Personal Travel";"Eco Plus";1658;2;2;2;2;5;4;5;4;4;4;4;1;4;4;45;42
"satisfied";"Female";"Loyal Customer";38;"Personal Travel";"Eco";1911;2;2;2;2;3;2;2;4;4;4;4;2;4;1;26;15
"satisfied";"Female";"Loyal Customer";49;"Personal Travel";"Eco";355;2;2;2;2;4;4;4;4;3;5;4;3;2;4;9;8
"dissatisfied";"Male";"Loyal Customer";35;"Personal Travel";"Eco";1509;2;2;2;3;2;2;1;2;2;3;3;1;3;2;50;53
"satisfied";"Female";"Loyal Customer";49;"Personal Travel";"Eco";96;1;1;1;1;2;4;5;4;4;4;4;4;4;3;0;0
"satisfied";"Female";"Loyal Customer";67;"Personal Travel";"Eco";119;4;4;4;4;2;1;3;4;4;4;4;1;4;2;7;8
"satisfied";"Female";"Loyal Customer";36;"Personal Travel";"Eco";3760;3;3;3;3;4;4;1;4;4;4;4;3;4;5;5;0
"dissatisfied";"Male";"Loyal Customer";54;"Personal Travel";"Eco";1778;2;2;2;4;4;2;4;4;1;3;4;2;3;4;0;3
"satisfied";"Female";"Loyal Customer";33;"Personal Travel";"Eco";2026;1;1;1;1;2;4;4;4;4;4;4;5;4;5;33;32
"dissatisfied";"Male";"Loyal Customer";NA;"Personal Travel";"Eco";1812;2;2;2;NA;3;2;3;3;2;1;3;4;4;3;35;36
"dissatisfied";"Male";"Loyal Customer";54;"Personal Travel";"Business";533;2;2;2;4;5;3;4;2;2;2;2;1;2;3;0;0
"dissatisfied";"Male";"Loyal Customer";52;"Personal Travel";"Business";338;2;2;2;4;4;4;3;3;3;2;3;1;3;2;0;0
"dissatisfied";"Female";"Loyal Customer";49;"Personal Travel";"Eco";2093;2;2;2;4;2;5;5;3;5;4;4;5;3;5;158;169
"satisfied";"Female";"Loyal Customer";60;"Personal Travel";"Eco Plus";267;4;4;4;4;3;2;1;4;4;4;4;1;4;3;0;0
"dissatisfied";"Male";"Loyal Customer";53;"Personal Travel";"Eco";1530;2;2;3;4;5;3;5;5;1;4;4;1;4;5;32;31
"dissatisfied";"Male";"Loyal Customer";39;"Personal Travel";"Eco";2113;2;2;5;3;5;3;3;3;4;4;3;3;1;3;110;157
"dissatisfied";"Male";"Loyal Customer";53;"Personal Travel";"Eco Plus";1852;2;3;0;3;3;0;3;3;2;3;5;2;4;3;0;0
"satisfied";"Female";"Loyal Customer";26;"Personal Travel";"Eco";1504;1;1;1;1;3;3;5;4;4;4;4;3;4;5;0;0
"dissatisfied";"Female";"Loyal Customer";38;"Personal Travel";"Eco";3413;2;3;1;2;1;5;5;3;4;5;5;5;4;5;292;291
"satisfied";"Female";"Loyal Customer";34;"Personal Travel";"Eco";2879;1;1;1;1;5;4;5;4;4;4;4;4;4;3;0;0
"satisfied";"Female";"Loyal Customer";35;"Personal Travel";"Eco";1659;4;3;5;3;2;3;5;4;4;4;4;3;4;3;4;0
"satisfied";"Female";"Loyal Customer";20;"Personal Travel";"Eco";1505;2;2;2;2;1;5;4;4;4;4;4;2;4;5;3;8
"satisfied";"Female";"Loyal Customer";53;"Personal Travel";"Eco";1412;4;4;4;4;4;5;4;4;4;4;4;5;4;4;0;5
"dissatisfied";"Male";"Loyal Customer";20;"Personal Travel";"Eco Plus";2582;2;3;2;2;1;2;1;1;3;4;5;2;4;1;0;0
"satisfied";"Female";"Loyal Customer";24;"Personal Travel";"Eco";1879;2;2;2;2;4;4;4;4;4;4;4;3;4;3;19;4
"satisfied";"Female";"Loyal Customer";15;"Personal Travel";"Eco";1437;2;2;2;2;3;3;2;4;4;4;4;5;4;2;0;0
"dissatisfied";"Male";"Loyal Customer";60;"Personal Travel";"Eco";2187;2;3;2;2;2;2;2;2;1;2;5;3;5;2;0;0
"dissatisfied";"Female";"Loyal Customer";42;"Personal Travel";"Business";2256;2;3;2;2;2;3;3;1;3;3;2;3;3;3;692;702
"dissatisfied";"Male";"Loyal Customer";57;"Personal Travel";"Eco";3109;2;3;2;3;1;2;1;1;1;5;3;2;4;1;11;3
"dissatisfied";"Male";"Loyal Customer";7;"Personal Travel";"Eco";2763;2;3;2;3;3;2;5;3;4;1;3;1;2;3;0;0
"dissatisfied";"Male";"Loyal Customer";69;"Personal Travel";"Eco";2420;2;3;2;3;2;2;2;2;4;5;4;4;4;2;0;0
"satisfied";"Female";"Loyal Customer";24;"Personal Travel";"Eco";1875;4;4;4;4;2;5;5;4;4;4;4;4;4;4;0;0
"dissatisfied";"Male";NA;16;"Personal Travel";"Eco";2220;2;3;2;3;3;2;3;3;2;3;4;1;3;3;0;0
"satisfied";"Female";"Loyal Customer";13;"Personal Travel";"Eco";2412;2;2;2;2;3;5;5;4;4;4;4;5;4;3;0;0
"satisfied";"Female";NA;68;"Personal Travel";"Eco";928;4;4;4;4;4;4;4;4;5;3;4;3;4;4;0;0
"satisfied";"Female";"Loyal Customer";51;"Personal Travel";"Eco";857;4;5;5;5;1;1;5;4;4;4;4;5;4;4;0;0
"dissatisfied";"Male";"Loyal Customer";12;"Personal Travel";"Eco";2085;2;3;2;3;5;2;5;5;1;2;2;5;3;5;67;59
"dissatisfied";"Male";"Loyal Customer";29;"Personal Travel";"Business";1881;2;3;2;3;3;2;3;3;2;5;3;4;4;3;15;5
"dissatisfied";"Male";NA;23;"Personal Travel";"Eco";1686;2;3;2;3;4;2;5;4;3;4;5;2;3;4;0;0
"satisfied";"Female";"Loyal Customer";70;"Personal Travel";"Eco";617;2;2;2;2;4;4;5;4;4;4;4;4;4;3;3;0
"dissatisfied";"Male";"Loyal Customer";19;"Personal Travel";"Eco";2181;2;3;2;3;1;2;1;1;4;1;3;3;4;1;89;79
"satisfied";"Female";"Loyal Customer";24;"Personal Travel";"Business";1907;5;5;5;5;5;4;4;4;4;4;4;3;4;3;0;0
"dissatisfied";"Male";"Loyal Customer";35;"Personal Travel";"Eco";1080;2;3;2;3;1;2;1;1;3;5;4;5;1;1;6;1
"satisfied";"Female";"Loyal Customer";19;"Personal Travel";"Eco";2412;4;4;4;4;4;4;4;4;5;3;5;5;4;4;0;22
"dissatisfied";"Male";"Loyal Customer";34;"Personal Travel";"Eco";1968;2;3;2;4;5;2;5;5;4;1;4;4;3;5;0;0
"satisfied";"Female";"Loyal Customer";58;"Personal Travel";"Eco";700;4;4;4;4;4;4;4;4;2;2;5;2;2;4;17;0
"satisfied";"Female";"Loyal Customer";57;"Personal Travel";"Eco";496;3;3;3;3;4;4;4;4;3;5;4;5;5;4;0;0
"dissatisfied";"Male";NA;32;"Personal Travel";"Eco Plus";1967;2;3;2;4;2;2;2;2;4;4;4;4;3;2;16;5
"dissatisfied";"Male";"Loyal Customer";30;"Personal Travel";"Eco Plus";1391;2;3;2;4;4;2;4;4;2;4;3;4;4;4;0;0
"dissatisfied";"Male";"Loyal Customer";58;"Personal Travel";"Eco";1944;2;3;2;4;5;2;5;5;4;4;4;2;4;5;0;0
"satisfied";"Female";"Loyal Customer";56;"Personal Travel";"Eco Plus";314;5;5;4;5;3;4;5;4;4;4;4;5;4;4;0;0
"satisfied";"Female";"Loyal Customer";41;"Personal Travel";"Eco";1627;2;2;2;2;2;2;5;4;4;4;4;3;4;4;2;0
"dissatisfied";"Male";"Loyal Customer";47;"Personal Travel";"Eco";1246;2;3;2;4;3;2;2;3;2;5;3;3;4;3;0;0
"satisfied";"Female";"Loyal Customer";8;"Personal Travel";"Eco";1891;4;1;4;4;4;4;4;4;4;5;2;1;4;4;0;0
"dissatisfied";"Male";"Loyal Customer";9;"Personal Travel";"Eco";2262;2;3;3;4;5;3;5;5;5;5;3;3;3;5;0;0
"satisfied";"Female";"Loyal Customer";47;"Personal Travel";"Eco";322;2;2;2;2;5;4;5;4;4;4;4;4;4;4;0;0
"satisfied";"Female";"Loyal Customer";42;"Personal Travel";"Eco";102;4;4;4;4;3;4;4;4;4;4;4;4;4;4;0;0
"satisfied";"Female";"Loyal Customer";46;"Personal Travel";"Eco";205;2;2;2;2;4;5;4;4;4;4;4;2;4;5;0;2
"dissatisfied";"Male";"Loyal Customer";65;"Personal Travel";"Eco";1406;2;4;0;4;4;0;3;4;1;3;4;3;4;4;0;1
"dissatisfied";"Male";"Loyal Customer";65;"Personal Travel";"Eco";3048;2;4;1;3;3;1;3;3;3;4;3;4;2;3;0;12
"dissatisfied";"Male";"Loyal Customer";25;"Personal Travel";"Eco";3218;2;4;2;1;5;2;5;5;5;2;4;3;5;5;40;65
"dissatisfied";"Male";"Loyal Customer";38;"Personal Travel";"Eco";2710;2;4;2;1;3;2;3;3;3;4;5;4;4;3;0;0
"satisfied";"Female";"Loyal Customer";50;"Personal Travel";"Eco";1166;4;4;4;4;4;4;4;4;3;3;5;4;5;4;41;30
"dissatisfied";"Male";"Loyal Customer";18;"Personal Travel";"Eco";2325;2;4;2;1;5;2;1;5;5;5;4;3;5;5;0;14
"dissatisfied";"Male";"Loyal Customer";25;"Personal Travel";"Eco";1877;2;4;2;1;3;2;3;3;5;5;3;4;4;3;0;6
"satisfied";"Female";"Loyal Customer";39;"Personal Travel";"Eco";1876;4;4;4;4;5;5;5;4;4;4;4;4;4;5;40;51
"dissatisfied";"Male";"Loyal Customer";54;"Personal Travel";"Eco";2165;2;4;2;1;2;2;2;2;3;4;5;4;4;2;0;0
"satisfied";"Female";"Loyal Customer";64;"Personal Travel";"Eco";635;4;2;2;2;1;1;3;4;4;4;4;5;4;4;28;77
"dissatisfied";"Male";"Loyal Customer";62;"Personal Travel";"Eco";2346;2;4;2;1;2;2;2;2;5;2;4;4;5;2;0;0
"satisfied";"Female";"Loyal Customer";56;"Personal Travel";"Eco";580;5;5;5;5;4;4;4;4;4;3;4;4;4;4;59;65
"satisfied";"Female";"Loyal Customer";70;"Personal Travel";"Eco";548;4;4;4;4;4;3;4;4;4;4;4;4;4;5;9;0
"dissatisfied";"Male";"Loyal Customer";54;"Personal Travel";"Eco";1648;2;4;2;1;5;2;5;5;3;5;5;4;4;5;0;0
"dissatisfied";"Male";"Loyal Customer";55;"Personal Travel";"Eco";1590;2;4;2;1;4;2;4;4;3;5;5;4;4;4;0;0
"dissatisfied";"Male";"Loyal Customer";17;"Personal Travel";"Eco";1282;2;4;2;1;1;2;1;1;1;5;1;4;1;1;0;0
"dissatisfied";"Male";"Loyal Customer";47;"Personal Travel";"Eco";2133;2;4;2;1;1;2;1;1;4;5;5;5;5;1;0;0
"dissatisfied";"Male";"Loyal Customer";68;"Personal Travel";"Business";412;2;4;2;1;3;2;4;2;2;2;2;1;2;2;12;10
"dissatisfied";"Male";"Loyal Customer";16;"Personal Travel";"Eco";1646;2;4;2;1;5;2;5;5;3;2;5;5;4;5;76;73
"satisfied";"Female";NA;16;"Personal Travel";"Eco";1795;5;5;5;5;4;4;4;4;4;1;3;5;3;4;0;0
"satisfied";"Female";"Loyal Customer";58;"Personal Travel";"Eco";286;4;4;4;4;4;4;4;4;4;4;4;4;4;3;33;27
"dissatisfied";"Male";"Loyal Customer";8;"Personal Travel";"Business";1787;2;4;2;1;1;2;1;1;3;3;5;3;5;1;0;13
"dissatisfied";"Male";"Loyal Customer";14;"Personal Travel";"Eco Plus";1579;2;4;2;NA;5;2;3;5;5;3;4;5;4;5;12;9
"satisfied";"Female";"Loyal Customer";NA;"Personal Travel";"Eco";3247;4;4;4;4;1;2;5;4;4;4;4;2;4;3;0;0
"dissatisfied";"Male";"Loyal Customer";67;"Personal Travel";"Eco";3100;2;4;2;2;4;2;4;4;5;4;4;3;4;4;0;0
"satisfied";"Female";"Loyal Customer";57;"Personal Travel";"Eco";1759;4;4;4;4;4;4;4;4;5;3;5;4;4;4;15;5
"satisfied";"Female";"Loyal Customer";33;"Personal Travel";"Eco";3557;4;4;4;4;2;5;4;4;4;4;4;3;4;4;0;0
"dissatisfied";"Male";"Loyal Customer";10;"Personal Travel";"Eco";2758;2;4;2;2;4;2;4;4;3;5;3;4;4;4;0;0
"satisfied";"Female";"Loyal Customer";20;"Personal Travel";"Eco";1806;3;3;3;3;5;4;4;4;4;4;4;4;4;4;0;0
"dissatisfied";"Male";"Loyal Customer";48;"Personal Travel";"Eco";1956;2;4;2;2;4;2;4;4;1;4;4;3;3;4;0;0
"dissatisfied";"Male";"Loyal Customer";NA;"Personal Travel";"Eco";2128;2;4;2;2;2;2;2;2;4;4;5;5;5;2;0;0
